i,j,dist_km
C063,C013,0.0
C063,C014,26.3266
C063,C015,27.2205
C063,C016,9.125200000000001
C063,C017,5.674
C063,C018,21.518099999999997
C063,C019,6.1959
C063,C020,22.236
C063,C021,17.7499
C063,C022,5.049600000000001
C063,C023,18.929599999999997
C063,C024,5.2523
C063,C025,23.1137
C064,C001,8.034699999999999
C064,C002,19.5731
C064,C003,19.0996
C064,C004,16.465
C064,C005,7.1812
C064,C006,13.519
C064,C007,15.1221
C064,C008,30.3167
C064,C009,14.353299999999999
C064,C010,7.9269
C064,C011,20.8783
C064,C012,12.1038
C064,C013,24.923
C064,C014,0.0
C064,C015,5.4049
C064,C016,28.077900000000003
C064,C017,24.686
C064,C018,13.964
C064,C019,20.738
C064,C020,14.7653
C064,C021,20.439700000000002
C064,C022,22.9073
C064,C023,17.4576
C064,C024,24.378700000000002
C064,C025,13.3469
C065,C001,5.9882
C065,C002,17.5265
C065,C003,17.053099999999997
C065,C004,14.4184
C065,C005,10.884799999999998
C065,C006,11.4724
C065,C007,17.1921
C065,C008,32.3867
C065,C009,12.306799999999999
C065,C010,5.8803
C065,C011,31.099
C065,C012,14.123899999999999
C065,C013,26.993
C065,C014,4.645899999999999
C065,C015,0.0
C065,C016,30.1479
C065,C017,26.7561
C065,C018,11.917399999999999
C065,C019,22.808
C065,C020,12.7187
C065,C021,29.689700000000002
C065,C022,24.977400000000003
C065,C023,16.712799999999998
C065,C024,26.448700000000002
C065,C025,15.367
C066,C001,27.1967
C066,C002,28.4038
C066,C003,27.5631
C066,C004,25.2046
C066,C005,20.477
C066,C006,21.9518
C066,C007,18.319
C066,C008,3.3674
C066,C009,21.1266
C066,C010,29.629
C066,C011,9.1083
C066,C012,17.983400000000003
C066,C013,7.8027
C066,C014,28.413
C066,C015,31.922400000000003
C066,C016,0.0
C066,C017,6.1057
C066,C018,26.22
C066,C019,10.8978
C066,C020,26.937900000000003
C066,C021,13.2519
C066,C022,11.4882
C066,C023,23.6315
C066,C024,7.0919
C066,C025,25.4559
C067,C001,20.5787
C067,C002,23.5138
C067,C003,22.673099999999998
C067,C004,20.3145
C067,C005,16.171200000000002
C067,C006,17.061799999999998
C067,C007,11.1614
C067,C008,7.7588
C067,C009,16.2365
C067,C010,23.011
C067,C011,8.405899999999999
C067,C012,11.9514
C067,C013,6.556100000000001
C067,C014,22.381
C067,C015,25.3044
C067,C016,5.52
C067,C017,0.0
C067,C018,21.329900000000002
C067,C019,6.0077
C067,C020,22.0478
C067,C021,14.0601
C067,C022,7.9763
C067,C023,18.741400000000002
C067,C024,0.9582999999999999
C067,C025,19.4239
C068,C001,8.5916
C068,C002,7.788
C068,C003,5.734
C068,C004,3.5869
C068,C005,13.3348
C068,C006,6.4124
C068,C007,14.723
C068,C008,26.8436
C068,C009,5.9721
C068,C010,8.297799999999999
C068,C011,28.629900000000003
C068,C012,17.8625
C068,C013,21.2162
C068,C014,14.186200000000001
C068,C015,12.2765
C068,C016,24.6048
C068,C017,21.3272
C068,C018,0.0
C068,C019,16.1869
C068,C020,1.988
C068,C021,27.2205
C068,C022,17.7576
C068,C023,8.0834
C068,C024,20.9056
C068,C025,19.3225
C069,C001,16.702900000000003
C069,C002,17.91
C069,C003,17.0693
C069,C004,14.710700000000001
C069,C005,13.5931
C069,C006,11.458
C069,C007,8.5833
C069,C008,11.9826
C069,C009,10.632700000000002
C069,C010,19.1352
C069,C011,11.4874
C069,C012,9.7726
C069,C013,6.5889
C069,C014,20.534599999999998
C069,C015,21.4286
C069,C016,9.743799999999998
C069,C017,6.4662
C069,C018,15.7261
C069,C019,0.0
C069,C020,16.444
C069,C021,11.8814
C069,C022,4.837899999999999
C069,C023,13.1376
C069,C024,6.0446
C069,C025,17.245099999999997
C070,C001,8.800600000000001
C070,C002,7.3804
C070,C003,5.3264
C070,C004,4.7347
C070,C005,14.0673
C070,C006,7.1448
C070,C007,15.4554
C070,C008,28.0693
C070,C009,7.1978
C070,C010,8.5067
C070,C011,29.362299999999998
C070,C012,18.594900000000003
C070,C013,22.4419
C070,C014,14.3952
C070,C015,12.4854
C070,C016,25.8305
C070,C017,25.019299999999998
C070,C018,1.988
C070,C019,17.4127
C070,C020,0.0
C070,C021,27.952900000000003
C070,C022,18.983400000000003
C070,C023,8.7056
C070,C024,22.1313
C070,C025,20.0549
C071,C001,24.303099999999997
C071,C002,28.3505
C071,C003,27.5098
C071,C004,25.1512
C071,C005,14.4251
C071,C006,19.1642
C071,C007,14.8857
C071,C008,9.725299999999999
C071,C009,21.0732
C071,C010,26.7353
C071,C011,3.9901999999999997
C071,C012,9.2811
C071,C013,15.6518
C071,C014,19.7107
C071,C015,24.112099999999998
C071,C016,17.3421
C071,C017,14.1882
C071,C018,26.1666
C071,C019,13.03
C071,C020,26.8845
C071,C021,0.0
C071,C022,15.199399999999999
C071,C023,23.5781
C071,C024,13.6429
C071,C025,16.7536
C072,C001,18.5029
C072,C002,16.4333
C072,C003,15.592600000000001
C072,C004,13.2341
C072,C005,16.574900000000003
C072,C006,13.258
C072,C007,11.5438
C072,C008,12.7103
C072,C009,12.4327
C072,C010,20.9351
C072,C011,14.0465
C072,C012,12.3926
C072,C013,6.166300000000001
C072,C014,22.3346
C072,C015,23.2285
C072,C016,10.4715
C072,C017,7.194
C072,C018,16.4606
C072,C019,3.394
C072,C020,17.4542
C072,C021,16.0
C072,C022,0.0
C072,C023,11.6609
C072,C024,6.7723
C072,C025,19.865099999999998
C073,C001,11.661299999999999
C073,C002,5.9714
C073,C003,7.4502
C073,C004,5.0916999999999994
C073,C005,13.8571
C073,C006,6.756399999999999
C073,C007,10.7121
C073,C008,23.0835
C073,C009,5.5912
C073,C010,14.0936
C073,C011,24.916
C073,C012,13.8521
C073,C013,17.4562
C073,C014,18.296799999999998
C073,C015,16.387
C073,C016,20.8447
C073,C017,17.5672
C073,C018,8.318200000000001
C073,C019,12.4269
C073,C020,9.3118
C073,C021,23.8723
C073,C022,11.571
C073,C023,0.0
C073,C024,17.145599999999998
C073,C025,18.4145
C074,C001,19.833099999999998
C074,C002,23.4851
C074,C003,22.6444
C074,C004,20.2858
C074,C005,15.425600000000001
C074,C006,17.033099999999997
C074,C007,10.415799999999999
C074,C008,9.9807
C074,C009,16.2078
C074,C010,22.265400000000003
C074,C011,8.5654
C074,C012,11.2058
C074,C013,6.0516000000000005
C074,C014,21.6354
C074,C015,24.558799999999998
C074,C016,7.741899999999999
C074,C017,0.8941
C074,C018,21.3012
C074,C019,5.8054
C074,C020,22.019099999999998
C074,C021,13.3145
C074,C022,7.4079
C074,C023,18.7127
C074,C024,0.0
C074,C025,18.6783
C075,C001,14.6727
C075,C002,21.5152
C075,C003,20.6745
C075,C004,18.316
C075,C005,7.0972
C075,C006,12.1981
C075,C007,13.1195
C075,C008,22.146099999999997
C075,C009,13.467
C075,C010,18.265900000000002
C075,C011,17.839599999999997
C075,C012,9.065100000000001
C075,C013,22.4723
C075,C014,12.5824
C075,C015,16.9838
C075,C016,24.1627
C075,C017,18.8472
C075,C018,19.3392
C075,C019,17.3789
C075,C020,20.0571
C075,C021,17.4009
C075,C022,19.548299999999998
C075,C023,16.742900000000002
C075,C024,19.2975
C075,C025,0.0
C051,C026,0.0
C051,C027,12.896700000000001
C051,C028,12.147200000000002
C051,C029,9.7886
C051,C030,9.0907
C051,C031,6.8426
C051,C032,12.562299999999999
C051,C033,27.7569
C051,C034,7.677
C051,C035,3.4964
C051,C036,26.4692
C051,C037,14.152899999999999
C051,C038,22.3632
C051,C039,7.7205
C051,C040,5.8107
C051,C041,25.518099999999997
C051,C042,22.1263
C051,C043,8.513399999999999
C051,C044,18.1782
C051,C045,9.3147
C051,C046,25.059900000000003
C051,C047,20.3476
C051,C048,12.083
C051,C049,21.818900000000003
C051,C050,15.078299999999999
C052,C026,12.576600000000001
C052,C027,0.0
C052,C028,2.0826
C052,C029,5.025399999999999
C052,C030,18.7168
C052,C031,11.616100000000001
C052,C032,16.316
C052,C033,29.1631
C052,C034,10.450899999999999
C052,C035,15.008899999999999
C052,C036,30.6717
C052,C037,19.4561
C052,C038,23.5358
C052,C039,19.212
C052,C040,17.3023
C052,C041,26.9243
C052,C042,23.6468
C052,C043,6.0709
C052,C044,18.5065
C052,C045,7.0771999999999995
C052,C046,29.2623
C052,C047,20.0772
C052,C048,5.8831999999999995
C052,C049,23.2252
C052,C050,23.2742
C053,C026,11.495
C053,C027,2.2348000000000003
C053,C028,0.0
C053,C029,3.0236
C053,C030,17.650599999999997
C053,C031,10.5499
C053,C032,15.249799999999999
C053,C033,28.0969
C053,C034,9.3847
C053,C035,13.0635
C053,C036,29.6055
C053,C037,18.3899
C053,C038,22.4696
C053,C039,18.1304
C053,C040,16.2207
C053,C041,25.8581
C053,C042,22.580599999999997
C053,C043,3.9492
C053,C044,17.4403
C053,C045,5.2992
C053,C046,28.196099999999998
C053,C047,19.011
C053,C048,6.6724
C053,C049,22.158900000000003
C053,C050,22.208
C054,C026,8.7333
C054,C027,4.3471
C054,C028,3.0134000000000003
C054,C029,0.0
C054,C030,15.687100000000001
C054,C031,5.7218
C054,C032,13.286299999999999
C054,C033,26.1335
C054,C034,7.4212
C054,C035,11.1655
C054,C036,27.642
C054,C037,16.4264
C054,C038,20.5061
C054,C039,15.3687
C054,C040,13.4589
C054,C041,23.8947
C054,C042,20.617099999999997
C054,C043,3.7838000000000003
C054,C044,15.476799999999999
C054,C045,4.729100000000001
C054,C046,26.2327
C054,C047,17.0475
C054,C048,4.7089
C054,C049,20.1955
C054,C050,20.2446
C055,C026,7.62
C055,C027,16.3501
C055,C028,15.5095
C055,C029,13.1509
C055,C030,0.0
C055,C031,7.033
C055,C032,8.687899999999999
C055,C033,17.5761
C055,C034,8.3019
C055,C035,10.6555
C055,C036,15.117899999999999
C055,C037,6.3434
C055,C038,17.9023
C055,C039,7.529
C055,C040,11.930399999999999
C055,C041,19.5927
C055,C042,14.2772
C055,C043,14.174100000000001
C055,C044,14.303799999999999
C055,C045,12.538200000000002
C055,C046,17.343799999999998
C055,C047,16.4731
C055,C048,11.5778
C055,C049,14.7275
C055,C050,7.5865
C056,C026,6.7156
C056,C027,11.1449
C056,C028,10.3043
C056,C029,7.9456999999999995
C056,C030,8.308
C056,C031,0.0
C056,C032,8.0017
C056,C033,22.8982
C056,C034,2.0398
C056,C035,9.1479
C056,C036,21.9086
C056,C037,11.7247
C056,C038,17.2709
C056,C039,13.351
C056,C040,11.4413
C056,C041,20.6594
C056,C042,17.5656
C056,C043,6.3761
C056,C044,12.2416
C056,C045,7.2026
C056,C046,20.499200000000002
C056,C047,13.812299999999999
C056,C048,6.3726
C056,C049,16.9602
C056,C050,13.9176
C057,C026,11.9216
C057,C027,17.669
C057,C028,16.828400000000002
C057,C029,14.4698
C057,C030,7.5141
C057,C031,8.351899999999999
C057,C032,0.0
C057,C033,14.6667
C057,C034,9.6208
C057,C035,14.3538
C057,C036,15.710700000000001
C057,C037,4.6485
C057,C038,14.992899999999999
C057,C039,14.2247
C057,C040,16.647299999999998
C057,C041,16.6832
C057,C042,11.367799999999999
C057,C043,15.493
C057,C044,10.3539
C057,C045,16.211
C057,C046,14.4344
C057,C047,12.523200000000001
C057,C048,12.896700000000001
C057,C049,11.818
C057,C050,11.2271
C058,C026,24.5156
C058,C027,28.1676
C058,C028,27.326900000000002
C058,C029,24.968400000000003
C058,C030,17.2563
C058,C031,21.7156
C058,C032,15.0983
C058,C033,0.0
C058,C034,20.8903
C058,C035,26.9479
C058,C036,5.8876
C058,C037,14.7627
C058,C038,12.9336
C058,C039,25.1923
C058,C040,29.2413
C058,C041,4.7906
C058,C042,7.0411
C058,C043,25.983700000000002
C058,C044,10.4879
C058,C045,26.7016
C058,C046,10.0312
C058,C047,13.5745
C058,C048,23.3952
C058,C049,7.4913
C058,C050,22.2352
C059,C026,6.8353
C059,C027,8.0563
C059,C028,7.3067
C059,C029,4.9482
C059,C030,12.360100000000001
C059,C031,1.7973
C059,C032,10.633799999999999
C059,C033,21.8447
C059,C034,0.0
C059,C035,9.2676
C059,C036,23.3532
C059,C037,13.7738
C059,C038,16.217299999999998
C059,C039,13.4707
C059,C040,11.561
C059,C041,19.605900000000002
C059,C042,16.3283
C059,C043,5.8585
C059,C044,11.1881
C059,C045,6.5764
C059,C046,21.943900000000003
C059,C047,12.758700000000001
C059,C048,5.3793
C059,C049,15.9067
C059,C050,15.9666
C060,C026,3.6892
C060,C027,15.3649
C060,C028,13.3109
C060,C029,12.1195
C060,C030,12.2164
C060,C031,9.1735
C060,C032,14.8932
C060,C033,30.0877
C060,C034,10.0078
C060,C035,0.0
C060,C036,28.800099999999997
C060,C037,17.278599999999997
C060,C038,24.694
C060,C039,7.645
C060,C040,6.187600000000001
C060,C041,27.8489
C060,C042,24.457099999999997
C060,C043,8.1753
C060,C044,20.5091
C060,C045,8.976600000000001
C060,C046,27.390700000000002
C060,C047,22.6784
C060,C048,14.4139
C060,C049,24.1497
C060,C050,18.204
C061,C026,25.4027
C061,C027,29.4501
C061,C028,28.6094
C061,C029,26.2509
C061,C030,15.565700000000001
C061,C031,20.3048
C061,C032,15.9854
C061,C033,5.9263
C061,C034,22.1728
C061,C035,27.8349
C061,C036,0.0
C061,C037,10.421700000000001
C061,C038,14.4602
C061,C039,20.8513
C061,C040,25.2527
C061,C041,9.0816
C061,C042,8.5092
C061,C043,27.2662
C061,C044,11.1388
C061,C045,27.984099999999998
C061,C046,4.2826
C061,C047,16.299
C061,C048,24.6777
C061,C049,8.9595
C061,C050,17.8942
C062,C026,15.414
C062,C027,20.871599999999997
C062,C028,20.030900000000003
C062,C029,17.672400000000003
C062,C030,6.3756
C062,C031,11.114700000000001
C062,C032,7.7933
C062,C033,16.63
C062,C034,13.5944
C062,C035,17.3447
C062,C036,12.672799999999999
C062,C037,0.0
C062,C038,16.9562
C062,C039,11.661200000000001
C062,C040,16.0626
C062,C041,18.6466
C062,C042,13.331100000000001
C062,C043,18.6878
C062,C044,11.6424
C062,C045,19.4057
C062,C046,9.9534
C062,C047,13.8117
C062,C048,16.0993
C062,C049,13.7814
C062,C050,8.7041
C063,C026,22.4949
C063,C027,23.701900000000002
C063,C028,22.8613
C063,C029,20.5027
C063,C030,18.0594
C063,C031,17.2499
C063,C032,13.0496
C063,C033,11.364
C063,C034,16.4247
C063,C035,24.9271
C063,C036,13.0007
C063,C037,15.6411
C063,C038,0.0
C063,C039,26.3266
C063,C040,27.2205
C063,C041,9.125200000000001
C063,C042,5.674
C063,C043,21.518099999999997
C063,C044,6.1959
C063,C045,22.236
C063,C046,17.7499
C063,C047,5.049600000000001
C063,C048,18.929599999999997
C063,C049,5.2523
C063,C050,23.1137
C064,C026,8.034699999999999
C064,C027,19.5731
C064,C028,19.0996
C064,C029,16.465
C064,C030,7.1812
C064,C031,13.519
C064,C032,15.1221
C064,C033,30.3167
C064,C034,14.353299999999999
C064,C035,7.9269
C064,C036,20.8783
C064,C037,12.1038
C064,C038,24.923
C064,C039,0.0
C064,C040,5.4049
C064,C041,28.077900000000003
C064,C042,24.686
C064,C043,13.964
C064,C044,20.738
C064,C045,14.7653
C064,C046,20.439700000000002
C064,C047,22.9073
C064,C048,17.4576
C064,C049,24.378700000000002
C064,C050,13.3469
C065,C026,5.9882
C065,C027,17.5265
C065,C028,17.053099999999997
C065,C029,14.4184
C065,C030,10.884799999999998
C065,C031,11.4724
C065,C032,17.1921
C065,C033,32.3867
C065,C034,12.306799999999999
C065,C035,5.8803
C065,C036,31.099
C065,C037,14.123899999999999
C065,C038,26.993
C065,C039,4.645899999999999
C065,C040,0.0
C065,C041,30.1479
C065,C042,26.7561
C065,C043,11.917399999999999
C065,C044,22.808
C065,C045,12.7187
C065,C046,29.689700000000002
C065,C047,24.977400000000003
C065,C048,16.712799999999998
C065,C049,26.448700000000002
C065,C050,15.367
C066,C026,27.1967
C066,C027,28.4038
C066,C028,27.5631
C066,C029,25.2046
C066,C030,20.477
C066,C031,21.9518
C066,C032,18.319
C066,C033,3.3674
C066,C034,21.1266
C066,C035,29.629
C066,C036,9.1083
C066,C037,17.983400000000003
C066,C038,7.8027
C066,C039,28.413
C066,C040,31.922400000000003
C066,C041,0.0
C066,C042,6.1057
C066,C043,26.22
C066,C044,10.8978
C066,C045,26.937900000000003
C066,C046,13.2519
C066,C047,11.4882
C066,C048,23.6315
C066,C049,7.0919
C066,C050,25.4559
C067,C026,20.5787
C067,C027,23.5138
C067,C028,22.673099999999998
C067,C029,20.3145
C067,C030,16.171200000000002
C067,C031,17.061799999999998
C067,C032,11.1614
C067,C033,7.7588
C067,C034,16.2365
C067,C035,23.011
C067,C036,8.405899999999999
C067,C037,11.9514
C067,C038,6.556100000000001
C067,C039,22.381
C067,C040,25.3044
C067,C041,5.52
C067,C042,0.0
C067,C043,21.329900000000002
C067,C044,6.0077
C067,C045,22.0478
C067,C046,14.0601
C067,C047,7.9763
C067,C048,18.741400000000002
C067,C049,0.9582999999999999
C067,C050,19.4239
C068,C026,8.5916
C068,C027,7.788
C068,C028,5.734
C068,C029,3.5869
C068,C030,13.3348
C068,C031,6.4124
C068,C032,14.723
C068,C033,26.8436
C068,C034,5.9721
C068,C035,8.297799999999999
C068,C036,28.629900000000003
C068,C037,17.8625
C068,C038,21.2162
C068,C039,14.186200000000001
C068,C040,12.2765
C068,C041,24.6048
C068,C042,21.3272
C068,C043,0.0
C068,C044,16.1869
C068,C045,1.988
C068,C046,27.2205
C068,C047,17.7576
C068,C048,8.0834
C068,C049,20.9056
C068,C050,19.3225
C069,C026,16.702900000000003
C069,C027,17.91
C069,C028,17.0693
C069,C029,14.710700000000001
C069,C030,13.5931
C069,C031,11.458
C069,C032,8.5833
C069,C033,11.9826
C069,C034,10.632700000000002
C069,C035,19.1352
C069,C036,11.4874
C069,C037,9.7726
C069,C038,6.5889
C069,C039,20.534599999999998
C069,C040,21.4286
C069,C041,9.743799999999998
C069,C042,6.4662
C069,C043,15.7261
C069,C044,0.0
C069,C045,16.444
C069,C046,11.8814
C069,C047,4.837899999999999
C069,C048,13.1376
C069,C049,6.0446
C069,C050,17.245099999999997
C070,C026,8.800600000000001
C070,C027,7.3804
C070,C028,5.3264
C070,C029,4.7347
C070,C030,14.0673
C070,C031,7.1448
C070,C032,15.4554
C070,C033,28.0693
C070,C034,7.1978
C070,C035,8.5067
C070,C036,29.362299999999998
C070,C037,18.594900000000003
C070,C038,22.4419
C070,C039,14.3952
C070,C040,12.4854
C070,C041,25.8305
C070,C042,25.019299999999998
C070,C043,1.988
C070,C044,17.4127
C070,C045,0.0
C070,C046,27.952900000000003
C070,C047,18.983400000000003
C070,C048,8.7056
C070,C049,22.1313
C070,C050,20.0549
C071,C026,24.303099999999997
C071,C027,28.3505
C071,C028,27.5098
C071,C029,25.1512
C071,C030,14.4251
C071,C031,19.1642
C071,C032,14.8857
C071,C033,9.725299999999999
C071,C034,21.0732
C071,C035,26.7353
C071,C036,3.9901999999999997
C071,C037,9.2811
C071,C038,15.6518
C071,C039,19.7107
C071,C040,24.112099999999998
C071,C041,17.3421
C071,C042,14.1882
C071,C043,26.1666
C071,C044,13.03
C071,C045,26.8845
C071,C046,0.0
C071,C047,15.199399999999999
C071,C048,23.5781
C071,C049,13.6429
C071,C050,16.7536
C072,C026,18.5029
C072,C027,16.4333
C072,C028,15.592600000000001
C072,C029,13.2341
C072,C030,16.574900000000003
C072,C031,13.258
C072,C032,11.5438
C072,C033,12.7103
C072,C034,12.4327
C072,C035,20.9351
C072,C036,14.0465
C072,C037,12.3926
C072,C038,6.166300000000001
C072,C039,22.3346
C072,C040,23.2285
C072,C041,10.4715
C072,C042,7.194
C072,C043,16.4606
C072,C044,3.394
C072,C045,17.4542
C072,C046,16.0
C072,C047,0.0
C072,C048,11.6609
C072,C049,6.7723
C072,C050,19.865099999999998
C073,C026,11.661299999999999
C073,C027,5.9714
C073,C028,7.4502
C073,C029,5.0916999999999994
C073,C030,13.8571
C073,C031,6.756399999999999
C073,C032,10.7121
C073,C033,23.0835
C073,C034,5.5912
C073,C035,14.0936
C073,C036,24.916
C073,C037,13.8521
C073,C038,17.4562
C073,C039,18.296799999999998
C073,C040,16.387
C073,C041,20.8447
C073,C042,17.5672
C073,C043,8.318200000000001
C073,C044,12.4269
C073,C045,9.3118
C073,C046,23.8723
C073,C047,11.571
C073,C048,0.0
C073,C049,17.145599999999998
C073,C050,18.4145
C074,C026,19.833099999999998
C074,C027,23.4851
C074,C028,22.6444
C074,C029,20.2858
C074,C030,15.425600000000001
C074,C031,17.033099999999997
C074,C032,10.415799999999999
C074,C033,9.9807
C074,C034,16.2078
C074,C035,22.265400000000003
C074,C036,8.5654
C074,C037,11.2058
C074,C038,6.0516000000000005
C074,C039,21.6354
C074,C040,24.558799999999998
C074,C041,7.741899999999999
C074,C042,0.8941
C074,C043,21.3012
C074,C044,5.8054
C074,C045,22.019099999999998
C074,C046,13.3145
C074,C047,7.4079
C074,C048,18.7127
C074,C049,0.0
C074,C050,18.6783
C075,C026,14.6727
C075,C027,21.5152
C075,C028,20.6745
C075,C029,18.316
C075,C030,7.0972
C075,C031,12.1981
C075,C032,13.1195
C075,C033,22.146099999999997
C075,C034,13.467
C075,C035,18.265900000000002
C075,C036,17.839599999999997
C075,C037,9.065100000000001
C075,C038,22.4723
C075,C039,12.5824
C075,C040,16.9838
C075,C041,24.1627
C075,C042,18.8472
C075,C043,19.3392
C075,C044,17.3789
C075,C045,20.0571
C075,C046,17.4009
C075,C047,19.548299999999998
C075,C048,16.742900000000002
C075,C049,19.2975
C075,C050,0.0
C051,C052,12.896700000000001
C051,C053,12.147200000000002
C051,C054,9.7886
C051,C055,9.0907
C051,C056,6.8426
C051,C057,12.562299999999999
C051,C058,27.7569
C051,C059,7.677
C051,C060,3.4964
C051,C061,26.4692
C051,C062,14.152899999999999
C051,C063,22.3632
C051,C064,7.7205
C051,C065,5.8107
C051,C066,25.518099999999997
C051,C067,22.1263
C051,C068,8.513399999999999
C051,C069,18.1782
C051,C070,9.3147
C051,C071,25.059900000000003
C051,C072,20.3476
C051,C073,12.083
C051,C074,21.818900000000003
C051,C075,15.078299999999999
C052,C051,12.576600000000001
C052,C053,2.0826
C052,C054,5.025399999999999
C052,C055,18.7168
C052,C056,11.616100000000001
C052,C057,16.316
C052,C058,29.1631
C052,C059,10.450899999999999
C052,C060,15.008899999999999
C052,C061,30.6717
C052,C062,19.4561
C052,C063,23.5358
C052,C064,19.212
C052,C065,17.3023
C052,C066,26.9243
C052,C067,23.6468
C052,C068,6.0709
C052,C069,18.5065
C052,C070,7.0771999999999995
C052,C071,29.2623
C052,C072,20.0772
C052,C073,5.8831999999999995
C052,C074,23.2252
C052,C075,23.2742
C053,C051,11.495
C053,C052,2.2348000000000003
C053,C054,3.0236
C053,C055,17.650599999999997
C053,C056,10.5499
C053,C057,15.249799999999999
C053,C058,28.0969
C053,C059,9.3847
C053,C060,13.0635
C053,C061,29.6055
C053,C062,18.3899
C053,C063,22.4696
C053,C064,18.1304
C053,C065,16.2207
C053,C066,25.8581
C053,C067,22.580599999999997
C053,C068,3.9492
C053,C069,17.4403
C053,C070,5.2992
C053,C071,28.196099999999998
C053,C072,19.011
C053,C073,6.6724
C053,C074,22.158900000000003
C053,C075,22.208
C054,C051,8.7333
C054,C052,4.3471
C054,C053,3.0134000000000003
C054,C055,15.687100000000001
C054,C056,5.7218
C054,C057,13.286299999999999
C054,C058,26.1335
C054,C059,7.4212
C054,C060,11.1655
C054,C061,27.642
C054,C062,16.4264
C054,C063,20.5061
C054,C064,15.3687
C054,C065,13.4589
C054,C066,23.8947
C054,C067,20.617099999999997
C054,C068,3.7838000000000003
C054,C069,15.476799999999999
C054,C070,4.729100000000001
C054,C071,26.2327
C054,C072,17.0475
C054,C073,4.7089
C054,C074,20.1955
C054,C075,20.2446
C055,C051,7.62
C055,C052,16.3501
C055,C053,15.5095
C055,C054,13.1509
C055,C056,7.033
C055,C057,8.687899999999999
C055,C058,17.5761
C055,C059,8.3019
C055,C060,10.6555
C055,C061,15.117899999999999
C055,C062,6.3434
C055,C063,17.9023
C055,C064,7.529
C055,C065,11.930399999999999
C055,C066,19.5927
C055,C067,14.2772
C055,C068,14.174100000000001
C055,C069,14.303799999999999
C055,C070,12.538200000000002
C055,C071,17.343799999999998
C055,C072,16.4731
C055,C073,11.5778
C055,C074,14.7275
C055,C075,7.5865
C056,C051,6.7156
C056,C052,11.1449
C056,C053,10.3043
C056,C054,7.9456999999999995
C056,C055,8.308
C056,C057,8.0017
C056,C058,22.8982
C056,C059,2.0398
C056,C060,9.1479
C056,C061,21.9086
C056,C062,11.7247
C056,C063,17.2709
C056,C064,13.351
C056,C065,11.4413
C056,C066,20.6594
C056,C067,17.5656
C056,C068,6.3761
C056,C069,12.2416
C056,C070,7.2026
C056,C071,20.499200000000002
C056,C072,13.812299999999999
C056,C073,6.3726
C056,C074,16.9602
C056,C075,13.9176
C057,C051,11.9216
C057,C052,17.669
C057,C053,16.828400000000002
C057,C054,14.4698
C057,C055,7.5141
C057,C056,8.351899999999999
C057,C058,14.6667
C057,C059,9.6208
C057,C060,14.3538
C057,C061,15.710700000000001
C057,C062,4.6485
C057,C063,14.992899999999999
C057,C064,14.2247
C057,C065,16.647299999999998
C057,C066,16.6832
C057,C067,11.367799999999999
C057,C068,15.493
C057,C069,10.3539
C057,C070,16.211
C057,C071,14.4344
C057,C072,12.523200000000001
C057,C073,12.896700000000001
C057,C074,11.818
C057,C075,11.2271
C058,C051,24.5156
C058,C052,28.1676
C058,C053,27.326900000000002
C058,C054,24.968400000000003
C058,C055,17.2563
C058,C056,21.7156
C058,C057,15.0983
C058,C059,20.8903
C058,C060,26.9479
C058,C061,5.8876
C058,C062,14.7627
C058,C063,12.9336
C058,C064,25.1923
C058,C065,29.2413
C058,C066,4.7906
C058,C067,7.0411
C058,C068,25.983700000000002
C058,C069,10.4879
C058,C070,26.7016
C058,C071,10.0312
C058,C072,13.5745
C058,C073,23.3952
C058,C074,7.4913
C058,C075,22.2352
C059,C051,6.8353
C059,C052,8.0563
C059,C053,7.3067
C059,C054,4.9482
C059,C055,12.360100000000001
C059,C056,1.7973
C059,C057,10.633799999999999
C059,C058,21.8447
C059,C060,9.2676
C059,C061,23.3532
C059,C062,13.7738
C059,C063,16.217299999999998
C059,C064,13.4707
C059,C065,11.561
C059,C066,19.605900000000002
C059,C067,16.3283
C059,C068,5.8585
C059,C069,11.1881
C059,C070,6.5764
C059,C071,21.943900000000003
C059,C072,12.758700000000001
C059,C073,5.3793
C059,C074,15.9067
C059,C075,15.9666
C060,C051,3.6892
C060,C052,15.3649
C060,C053,13.3109
C060,C054,12.1195
C060,C055,12.2164
C060,C056,9.1735
C060,C057,14.8932
C060,C058,30.0877
C060,C059,10.0078
C060,C061,28.800099999999997
C060,C062,17.278599999999997
C060,C063,24.694
C060,C064,7.645
C060,C065,6.187600000000001
C060,C066,27.8489
C060,C067,24.457099999999997
C060,C068,8.1753
C060,C069,20.5091
C060,C070,8.976600000000001
C060,C071,27.390700000000002
C060,C072,22.6784
C060,C073,14.4139
C060,C074,24.1497
C060,C075,18.204
C061,C051,25.4027
C061,C052,29.4501
C061,C053,28.6094
C061,C054,26.2509
C061,C055,15.565700000000001
C061,C056,20.3048
C061,C057,15.9854
C061,C058,5.9263
C061,C059,22.1728
C061,C060,27.8349
C061,C062,10.421700000000001
C061,C063,14.4602
C061,C064,20.8513
C061,C065,25.2527
C061,C066,9.0816
C061,C067,8.5092
C061,C068,27.2662
C061,C069,11.1388
C061,C070,27.984099999999998
C061,C071,4.2826
C061,C072,16.299
C061,C073,24.6777
C061,C074,8.9595
C061,C075,17.8942
C062,C051,15.414
C062,C052,20.871599999999997
C062,C053,20.030900000000003
